time,F: theta1,F: theta1dot,F: theta2,F: theta2dot,F: s,F: E,F: MotorEnable,T: y,T: dy,T: d2y,T: d3y,T: d4y
19.7,0.0,0.0,-0.10995574287564375,0.013911686738364223,0.0,1.3731851400506624e-05,0.0,0.0,0.0,0.0,0.0,0.0
19.72,0.0,0.0,-0.10759954838545138,0.12889540124468718,0.0,1.3149648925311675e-05,0.0,0.0,0.0,0.0,0.0,0.0
19.74,0.0,0.0,-0.1021017612416692,0.25720252335795746,0.0,1.1840218809620508e-05,0.0,0.0,0.0,0.0,0.0,0.0
19.76,0.0,0.0,-0.0950331777710921,0.3515913210334551,0.0,1.0257552875245792e-05,0.0,0.0,0.0,0.0,0.0,0.0
19.78,0.0,0.0,-0.08560839981032264,0.4503650337111028,0.0,8.323884004562207e-06,0.0,0.0,0.0,0.0,0.0,0.0
19.8,0.0,0.0,-0.07461282552275827,0.5409480079028618,0.0,6.32295708620267e-06,0.0,0.0,0.0,0.0,0.0,0.0
19.82,0.0,0.0,-0.062046454908399,0.6121552721207318,0.0,4.372473703600098e-06,0.0,0.0,0.0,0.0,0.0,0.0
19.84,0.0,0.0,-0.04869468613064239,0.6762208773887137,0.0,2.693124325691214e-06,0.0,0.0,0.0,0.0,0.0,0.0
19.86,0.0,0.0,-0.033772121026090875,0.7113771169225837,0.0,1.2954180224253669e-06,0.0,0.0,0.0,0.0,0.0,0.0
19.88,0.0,0.0,-0.018064157758141915,0.7717349919675212,0.0,3.7061986688103874e-07,0.0,0.0,0.0,0.0,0.0,0.0
19.9,0.0,0.0,-0.0023561944901929538,0.7807339403457836,0.0,6.305441969623534e-09,0.0,0.0,0.0,0.0,0.0,0.0
19.92,0.0,0.0,0.013351768777756009,0.7819518532734102,0.0,2.0247474769112137e-07,0.0,0.0,0.0,0.0,0.0,0.0
19.94,0.0,0.0,0.02827433388230752,0.7306293474885336,0.0,9.079836436252799e-07,0.0,0.0,0.0,0.0,0.0,0.0
19.96,0.0,0.0,0.043196898986859036,0.7250890543150698,0.0,2.119329106455643e-06,0.0,0.0,0.0,0.0,0.0,0.0
19.98,0.0,0.0,0.05654866776461565,0.676834635031499,0.0,3.6319345745011985e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.06911503837897488,0.6213462129877889,0.0,5.425482512526512e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.02,0.0,0.0,0.08011061266653925,0.5460518878963091,0.0,7.289090916880952e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.04,0.0,0.0,0.08953539062730871,0.46188046754128825,0.0,9.105058204131597e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.06,0.0,0.0,0.0966039740978858,0.3733397017027778,0.0,1.0599447950931609e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.08,0.0,0.0,0.10131636307827054,0.24727712257433498,0.0,1.1658762201827821e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.1,0.0,0.0,0.10445795573186036,0.15257203969584396,0.0,1.239299588895694e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.12,0.0,0.0,0.10524335389525781,0.04158629031161473,0.0,1.2580057334055679e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.14,0.0,0.0,0.1036725575684629,-0.07745388365712133,0.0,1.2207335653184788e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.16,0.0,0.0,0.09974556675147563,-0.18688008497572822,0.0,1.1300052614222754e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.18,0.0,0.0,0.09424777960769344,-0.2798100017805654,0.0,1.0088707151392365e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.2,0.0,0.0,0.08639379797371889,-0.3706557593472961,0.0,8.477316425822732e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.22,0.0,0.0,0.07618362184955198,-0.4791765512020419,0.0,6.5919892769062645e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.24,0.0,0.0,0.06518804756198761,-0.548812022725869,0.0,4.826465525412586e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.26,0.0,0.0,0.05262167694762842,-0.6155013965658488,0.0,3.1450143335138616e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.28,0.0,0.0,0.038484510006474355,-0.686799751266059,0.0,1.682151796561978e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.3,0.0,0.0,0.02434734306532029,-0.7000917359019708,0.0,6.732810814227537e-07,0.0,0.0,0.0,0.0,0.0,0.0
20.32,0.0,0.0,0.00942477796076878,-0.7172478635051514,0.0,1.0088707151391155e-07,0.0,0.0,0.0,0.0,0.0,0.0
20.34,0.0,0.0,-0.006283185307180184,-0.7703961857470376,0.0,4.4838698450641604e-08,0.0,0.0,0.0,0.0,0.0,0.0
20.36,0.0,0.0,-0.021205750411731696,-0.7587012024575835,0.0,5.107407995392709e-07,0.0,0.0,0.0,0.0,0.0,0.0
20.38,0.0,0.0,-0.035342917352885764,-0.7062873405396042,0.0,1.4187244431646095e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.4,0.0,0.0,-0.04948008429403983,-0.6933058597197753,0.0,2.780699908602607e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.42,0.0,0.0,-0.062046454908398996,-0.6350151676275881,0.0,4.3724737036000975e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.44,0.0,0.0,-0.07304202919596336,-0.5660739400378118,0.0,6.059529732805196e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.46,0.0,0.0,-0.08325220532013028,-0.4945118279812439,0.0,7.871993996739411e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.48,0.0,0.0,-0.09110618695410483,-0.41236382971909447,0.0,9.427336349245774e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.5,0.0,0.0,-0.09660397409788701,-0.29805479605044677,0.0,1.0599447950931875e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.52,0.0,0.0,-0.10053096491487429,-0.1952068785622714,0.0,1.1478706803362274e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.54,0.0,0.0,-0.1021017612416692,-0.07239149884843976,0.0,1.1840218809620508e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.56,0.0,0.0,-0.1021017612416692,-0.00983113055562368,0.0,1.1840218809620508e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.58,0.0,0.0,-0.09974556675147683,0.11592811688633173,0.0,1.1300052614223029e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.6,0.0,0.0,-0.0950331777710921,0.2257786568140227,0.0,1.0257552875245792e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.62,0.0,0.0,-0.08874999246391246,0.30979918431714265,0.0,8.946020945564751e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.64,0.0,0.0,-0.08011061266654046,0.41175451942997154,0.0,7.289090916881172e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.66,0.0,0.0,-0.06990043654237355,0.4885422099837108,0.0,5.549489537929236e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.68,0.0,0.0,-0.05811946409141176,0.5709255521250253,0.0,3.83651113618237e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.7,0.0,0.0,-0.045553093477052595,0.6269480647774044,0.0,2.356834087311462e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.72,0.0,0.0,-0.03220132469929598,0.6599254426774464,0.0,1.177716438992453e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.74,0.0,0.0,-0.018064157758141915,0.6876385854411243,0.0,3.7061986688103874e-07,0.0,0.0,0.0,0.0,0.0,0.0
20.76,0.0,0.0,-0.003141592653590402,0.7309219083486739,0.0,1.1209674612662613e-08,0.0,0.0,0.0,0.0,0.0,0.0
20.78,0.0,0.0,0.010995574287563665,0.7045087821092929,0.0,1.3731851400504853e-07,0.0,0.0,0.0,0.0,0.0,0.0
20.8,0.0,0.0,0.02513274122871773,0.6921272651110896,0.0,7.174191752100939e-07,0.0,0.0,0.0,0.0,0.0,0.0
20.82,0.0,0.0,0.039269908169871796,0.6894198652076591,0.0,1.7515116582277992e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.84,0.0,0.0,0.051836278784230964,0.6344891660382667,0.0,3.05183391329614e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.86,0.0,0.0,0.0636172512351927,0.5865293275024095,0.0,4.596667195853092e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.88,0.0,0.0,0.07382742735935961,0.5199797511238509,0.0,6.19054280484044e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.9,0.0,0.0,0.08246680715673162,0.4506635434699969,0.0,7.724166412784753e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.92,0.0,0.0,0.08874999246391126,0.3390516820407207,0.0,8.946020945564509e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.94,0.0,0.0,0.09346238144429599,0.23800505412224088,0.0,9.921262636865781e-06,0.0,0.0,0.0,0.0,0.0,0.0
20.96,0.0,0.0,0.0966039740978858,0.15845243568258538,0.0,1.0599447950931609e-05,0.0,0.0,0.0,0.0,0.0,0.0
20.98,0.0,0.0,0.09738937226128326,0.053832143615609174,0.0,1.0772497302764521e-05,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.09581857593448835,-0.07239875700428694,0.0,1.042779980842528e-05,0.0,0.0,0.0,0.0,0.0,0.0
21.02,0.0,0.0,0.09267698328089853,-0.1666558564561299,0.0,9.755219331665779e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.04,0.0,0.0,0.08717919613711635,-0.2653378945890652,0.0,8.632150056410075e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.06,0.0,0.0,0.08011061266653925,-0.3526927890134587,0.0,7.289090916880952e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.08,0.0,0.0,0.07068583470576979,-0.4501434867826212,0.0,5.674897772658159e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.1,0.0,0.0,0.0604756585816029,-0.5134773817138603,0.0,4.153885048653094e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.12,0.0,0.0,0.04869468613064118,-0.5919774458447001,0.0,2.6931243256910808e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.14,0.0,0.0,0.03612831551628201,-0.6383075110953417,0.0,1.4824794675240057e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.16,0.0,0.0,0.022776546738525395,-0.672645056093464,0.0,5.89208521827819e-07,0.0,0.0,0.0,0.0,0.0,0.0
21.18,0.0,0.0,0.00942477796076878,-0.6754246503486462,0.0,1.0088707151391155e-07,0.0,0.0,0.0,0.0,0.0,0.0
21.2,0.0,0.0,-0.004712388980385288,-0.6836281378190671,0.0,2.522176787848751e-08,0.0,0.0,0.0,0.0,0.0,0.0
21.22,0.0,0.0,-0.018849555921539352,-0.6961492127575261,0.0,4.0354828605572303e-07,0.0,0.0,0.0,0.0,0.0,0.0
21.24,0.0,0.0,-0.03220132469929597,-0.6688194567792118,0.0,1.1777164389924525e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.26,0.0,0.0,-0.04476769531365514,-0.6293602568880159,0.0,2.276264551032979e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.28,0.0,0.0,-0.05654866776461686,-0.5812414118451896,0.0,3.631934574501353e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.3,0.0,0.0,-0.06675884388878373,-0.5154563293240924,0.0,5.061868692278593e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.32,0.0,0.0,-0.07618362184955318,-0.4511992532130454,0.0,6.591989276906474e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.34,0.0,0.0,-0.08325220532013028,-0.37412063719654937,0.0,7.871993996739411e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.36,0.0,0.0,-0.08874999246391246,-0.26976052297431746,0.0,8.946020945564751e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.38,0.0,0.0,-0.09267698328089974,-0.18799035156659774,0.0,9.755219331666033e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.4,0.0,0.0,-0.09424777960769465,-0.07590457730458598,0.0,1.0088707151392622e-05,0.0,0.0,0.0,0.0,0.0,0.0
21.42,0.0,0.0,-0.09424777960769465,-0.010328576687845467,0.0,1.0088707151392622e-05,0.0,0.0,0.0,0.0,0.0,0.0
21.44,0.0,0.0,-0.09189158511750228,0.10348814290994483,0.0,9.590577235792612e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.46,0.0,0.0,-0.08796459430051501,0.20643116115530435,0.0,8.788384896324242e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.48,0.0,0.0,-0.08168140899333537,0.2988667548692054,0.0,7.577740038157128e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.5,0.0,0.0,-0.07382742735936082,0.39132085871978856,0.0,6.190542804840642e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.52,0.0,0.0,-0.06518804756198882,0.4492505130502308,0.0,4.8264655254127656e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.54,0.0,0.0,-0.05419247327442452,0.5230393658022066,0.0,3.335578801929198e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.56,0.0,0.0,-0.0424115008234628,0.5905666147587125,0.0,2.0429631981570267e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.58,0.0,0.0,-0.030630528372501083,0.6113131348045152,0.0,1.0656196928658683e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.6,0.0,0.0,-0.017278759594744467,0.6387469766541429,0.0,3.390926570329363e-07,0.0,0.0,0.0,0.0,0.0,0.0
21.62,0.0,0.0,-0.003926990816987851,0.6554232584747408,0.0,1.7515116582283977e-08,0.0,0.0,0.0,0.0,0.0,0.0
21.64,0.0,0.0,0.009424777960768769,0.6525005554854492,0.0,1.0088707151391133e-07,0.0,0.0,0.0,0.0,0.0,0.0
21.66,0.0,0.0,0.022776546738525385,0.6537163806060201,0.0,5.892085218278183e-07,0.0,0.0,0.0,0.0,0.0,0.0
21.68,0.0,0.0,0.035342917352884556,0.6269075227171711,0.0,1.4187244431645123e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.7,0.0,0.0,0.047123889803846276,0.5861066399871044,0.0,2.522176787848044e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.72,0.0,0.0,0.05811946409141055,0.5494581936653798,0.0,3.83651113618221e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.74,0.0,0.0,0.06754424205217997,0.48261144932545097,0.0,5.181672089701196e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.76,0.0,0.0,0.07539822368615452,0.41074001966340257,0.0,6.456772576891074e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.78,0.0,0.0,0.08168140899333416,0.3288193339427946,0.0,7.577740038156903e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.8,0.0,0.0,0.08560839981032144,0.21746608640875986,0.0,8.323884004561972e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.82,0.0,0.0,0.08874999246391126,0.1463647435065562,0.0,8.946020945564509e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.84,0.0,0.0,0.08953539062730871,0.06024702906898098,0.0,9.105058204131597e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.86,0.0,0.0,0.08874999246391126,-0.030580991046870107,0.0,8.946020945564509e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.88,0.0,0.0,0.08560839981032144,-0.13303462913968367,0.0,8.323884004561972e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.9,0.0,0.0,0.08011061266653925,-0.24269120536626887,0.0,7.289090916880952e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.92,0.0,0.0,0.07382742735935961,-0.3261951120099981,0.0,6.19054280484044e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.94,0.0,0.0,0.06597344572538506,-0.38729517655515866,0.0,4.943466504182208e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.96,0.0,0.0,0.05654866776461566,-0.4556658497080375,0.0,3.631934574501199e-06,0.0,0.0,0.0,0.0,0.0,0.0
21.98,0.0,0.0,0.04555309347705139,-0.5240895270564976,0.0,2.3568340873113372e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.03377212102608967,-0.5756346310175379,0.0,1.2954180224252741e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.02,0.0,0.0,0.021991148575127947,-0.6005062965032966,0.0,5.492740560202249e-07,0.0,0.0,0.0,0.0,0.0,0.0
22.04,0.0,0.0,0.008639379797371331,-0.645191590289384,0.0,8.477316425821637e-08,0.0,0.0,0.0,0.0,0.0,0.0
22.06,0.0,0.0,-0.00392699081698784,-0.6354085009882645,0.0,1.7515116582283885e-08,0.0,0.0,0.0,0.0,0.0,0.0
22.08,0.0,0.0,-0.016493361431347008,-0.6235681125695556,0.0,3.0896665651141577e-07,0.0,0.0,0.0,0.0,0.0,0.0
22.1,0.0,0.0,-0.029059732045706176,-0.6115070972402739,0.0,9.59127784045612e-07,0.0,0.0,0.0,0.0,0.0,0.0
22.12,0.0,0.0,-0.0408407044966679,-0.5815818086371731,0.0,1.894435009539302e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.14,0.0,0.0,-0.05183627878423217,-0.5488410509560705,0.0,3.051833913296282e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.16,0.0,0.0,-0.06126105674500155,-0.48071816384231625,0.0,4.262478771463388e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.18,0.0,0.0,-0.06990043654237355,-0.4294717379874271,0.0,5.549489537929236e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.2,0.0,0.0,-0.07618362184955318,-0.3370064898620996,0.0,6.591989276906474e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.22,0.0,0.0,-0.08168140899333537,-0.26449769863112416,0.0,7.577740038157128e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.24,0.0,0.0,-0.08482300164692519,-0.16500495121443692,0.0,8.171852792628025e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.26,0.0,0.0,-0.0863937979737201,-0.06612771863945613,0.0,8.47731642582297e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.28,0.0,0.0,-0.08717919613711755,-0.025199058079026018,0.0,8.632150056410314e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.3,0.0,0.0,-0.08482300164692519,0.09924154352086191,0.0,8.171852792628025e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.32,0.0,0.0,-0.08089601082993791,0.1902212180470309,0.0,7.432714872855859e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.34,0.0,0.0,-0.07539822368615573,0.27534138702497124,0.0,6.4567725768912805e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.36,0.0,0.0,-0.06832964021557864,0.339884135112583,0.0,5.30287669645075e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.38,0.0,0.0,-0.05969026041820666,0.4216990371127705,0.0,4.046692535169714e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.4,0.0,0.0,-0.05026548245743728,0.4772089012744559,0.0,2.869676700840584e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.42,0.0,0.0,-0.04005530633327046,0.5128997049285763,0.0,1.8222727292203139e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.44,0.0,0.0,-0.02827433388230874,0.5580369756777664,0.0,9.079836436253582e-07,0.0,0.0,0.0,0.0,0.0,0.0
22.46,0.0,0.0,-0.01649336143134702,0.5828466176778704,0.0,3.0896665651141614e-07,0.0,0.0,0.0,0.0,0.0,0.0
22.48,0.0,0.0,-0.003926990816987851,0.6101655197054906,0.0,1.7515116582283977e-08,0.0,0.0,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.007853981633973873,0.6040477177048516,0.0,7.00604663291033e-08,0.0,0.0,0.0,0.0,0.0,0.0
22.52,0.0,0.0,0.02042035224833304,0.6048446431702638,0.0,4.736087523847833e-07,0.0,0.0,0.0,0.0,0.0,0.0
22.54,0.0,0.0,0.031415926535897316,0.5695498041706805,0.0,1.1209674612657828e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.56,0.0,0.0,0.04241150082346159,0.530858811086738,0.0,2.0429631981569098e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.58,0.0,0.0,0.05262167694762841,0.5006919265142847,0.0,3.1450143335138603e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.6,0.0,0.0,0.06126105674500034,0.4448037823345926,0.0,4.262478771463219e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.62,0.0,0.0,0.06832964021557743,0.37102475524782363,0.0,5.302876696450563e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.64,0.0,0.0,0.07382742735935961,0.28246880841725946,0.0,6.19054280484044e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.66,0.0,0.0,0.07853981633974434,0.2135874633344484,0.0,7.00604663291133e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.68,0.0,0.0,0.08089601082993671,0.13875327680200333,0.0,7.432714872855637e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.7,0.0,0.0,0.08168140899333416,0.05407754914008196,0.0,7.577740038156903e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.72,0.0,0.0,0.08089601082993671,-0.03841450871198797,0.0,7.432714872855637e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.74,0.0,0.0,0.07775441817634689,-0.13237212813658505,0.0,6.866626304916392e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.76,0.0,0.0,0.07382742735935961,-0.20648140065669152,0.0,6.19054280484044e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.78,0.0,0.0,0.06754424205217997,-0.2977210894619612,0.0,5.181672089701196e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.8,0.0,0.0,0.0604756585816029,-0.3521695598287886,0.0,4.153885048653094e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.82,0.0,0.0,0.05183627878423097,-0.4157819633786065,0.0,3.0518339132961408e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.84,0.0,0.0,0.04162610266006415,-0.48055242483482746,0.0,1.9679984991847593e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.86,0.0,0.0,0.03141592653589732,-0.5112890558201704,0.0,1.1209674612657832e-06,0.0,0.0,0.0,0.0,0.0,0.0
22.88,0.0,0.0,0.02042035224833305,-0.544728155548668,0.0,4.7360875238478376e-07,0.0,0.0,0.0,0.0,0.0,0.0
22.9,0.0,0.0,0.008639379797371331,-0.563250429583164,0.0,8.477316425821637e-08,0.0,0.0,0.0,0.0,0.0,0.0
22.92,0.0,0.0,-0.0031415926535903922,-0.5777555382450661,0.0,1.1209674612662542e-08,0.0,0.0,0.0,0.0,0.0,0.0
22.94,0.0,0.0,-0.014922565104552112,-0.5732240874055181,0.0,2.5291828344812234e-07,0.0,0.0,0.0,0.0,0.0,0.0
22.96,0.0,0.0,-0.025918139392116384,-0.5611975908321217,0.0,7.629584783240881e-07,0.0,0.0,0.0,0.0,0.0,0.0
22.98,0.0,0.0,-0.03691371367968066,-0.5321312513980221,0.0,1.5476357012101815e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,-0.047123889803847484,-0.5065299566871257,0.0,2.522176787848173e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.02,0.0,0.0,-0.05576326960121941,-0.4456369440008186,0.0,3.531748107650719e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.04,0.0,0.0,-0.0636172512351939,-0.4027466240875722,0.0,4.596667195853266e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.06,0.0,0.0,-0.06990043654237355,-0.32927695814785085,0.0,5.549489537929236e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.08,0.0,0.0,-0.07461282552275827,-0.24578018767724108,0.0,6.32295708620267e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.1,0.0,0.0,-0.0777544181763481,-0.1737945682593212,0.0,6.866626304916606e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.12,0.0,0.0,-0.079325214503143,-0.1036170831912736,0.0,7.1468681702330675e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.14,0.0,0.0,-0.079325214503143,-0.01699901955794919,0.0,7.1468681702330675e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.16,0.0,0.0,-0.07696902001295064,0.09256123262724528,0.0,6.728607186248248e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.18,0.0,0.0,-0.07382742735936082,0.17154859503787367,0.0,6.190542804840642e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.2,0.0,0.0,-0.06911503837897609,0.24088098332897961,0.0,5.425482512526702e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.22,0.0,0.0,-0.06283185307179645,0.2985744695231576,0.0,4.483869845063391e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.24,0.0,0.0,-0.05497787143782197,0.37320142280338875,0.0,3.432962850126668e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.26,0.0,0.0,-0.04633849164045004,0.4276100702079845,0.0,2.4388048329165265e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.28,0.0,0.0,-0.03612831551628322,0.49032452608410887,0.0,1.482479467524105e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.3,0.0,0.0,-0.025918139392116395,0.519393026385615,0.0,7.629584783240888e-07,0.0,0.0,0.0,0.0,0.0,0.0
23.32,0.0,0.0,-0.014922565104552123,0.5511984113829639,0.0,2.5291828344812266e-07,0.0,0.0,0.0,0.0,0.0,0.0
23.34,0.0,0.0,-0.003926990816987851,0.5587044885282766,0.0,1.7515116582283977e-08,0.0,0.0,0.0,0.0,0.0,0.0
23.36,0.0,0.0,0.007068583470576425,0.5566693354252155,0.0,5.674897772657268e-08,0.0,0.0,0.0,0.0,0.0,0.0
23.38,0.0,0.0,0.018064157758140697,0.5500386475798781,0.0,3.7061986688098876e-07,0.0,0.0,0.0,0.0,0.0,0.0
23.4,0.0,0.0,0.02827433388230752,0.5208734018331282,0.0,9.079836436252799e-07,0.0,0.0,0.0,0.0,0.0,0.0
23.42,0.0,0.0,0.03848451000647435,0.49680930669678686,0.0,1.6821517965619772e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.44,0.0,0.0,0.047123889803846276,0.45050533512197477,0.0,2.522176787848044e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.46,0.0,0.0,0.054977871437820756,0.3956771183840878,0.0,3.4329628501265168e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.48,0.0,0.0,0.06204645490839779,0.33907583727486085,0.0,4.372473703599927e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.5,0.0,0.0,0.06675884388878252,0.2530094883709533,0.0,5.0618686922784105e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.52,0.0,0.0,0.07068583470576979,0.18570717283446225,0.0,5.674897772658159e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.54,0.0,0.0,0.07304202919596216,0.11168531270575738,0.0,6.0595297328049964e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.56,0.0,0.0,0.07382742735935961,0.03531745223849837,0.0,6.19054280484044e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.58,0.0,0.0,0.07304202919596216,-0.04603973465186137,0.0,6.0595297328049964e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.6,0.0,0.0,0.07068583470576979,-0.12418442105647902,0.0,5.674897772658159e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.62,0.0,0.0,0.06675884388878252,-0.19562756373941137,0.0,5.0618686922784105e-06,0.0,0.0,0.0,0.0,0.0,0.0
23.64,0.0,0.0,0.06126105674500035,-0.26930321705959104,0.0,4.26247877146322e-06,0.0,0.0,0.0,0.0,0.0,0.0
