time,F: theta1,F: theta1dot,F: theta2,F: theta2dot,F: s,F: E,F: MotorEnable,T: y,T: dy,T: d2y,T: d3y,T: d4y
10.66,0.0,0.0,0.20106192982974685,-0.1924539420433205,0.0,4.591482721344831e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.68,0.0,0.0,0.1932079481957723,-0.3961424351244733,0.0,4.2397791803726746e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.7,0.0,0.0,0.18064157758141303,-0.5880033220056826,0.0,3.7061986688101364e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.72,0.0,0.0,0.16414821615006647,-0.8052651380137145,0.0,3.060311229722028e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.74,0.0,0.0,0.1445132620651301,-0.9688842538972848,0.0,2.3719671480384765e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.76,0.0,0.0,0.12173671532660393,-1.1158220134631185,0.0,1.6832027035569527e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.78,0.0,0.0,0.09660397409788554,-1.2426496268563205,0.0,1.0599447950931553e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.8,0.0,0.0,0.06911503837897483,-1.360313519704469,0.0,5.425482512526504e-06,0.0,0.0,0.0,0.0,0.0,0.0
10.82,0.0,0.0,0.04084070449666669,-1.4122934598455352,0.0,1.89443500953919e-06,,0.0,0.0,0.0,0.0,0.0
10.84,0.0,0.0,0.011780972450961116,-1.4557947178840727,0.0,1.5763604924049062e-07,,0.0,0.0,0.0,0.0,0.0
10.86,0.0,0.0,-0.018064157758141918,-1.4612458596488747,0.0,3.7061986688103884e-07,0.0,0.0,0.0,0.0,0.0,0.0
10.88,0.0,0.0,-0.0471238898038475,-1.453890923711126,0.0,2.5221767878481743e-06,0.0,0.0,0.0,0.0,0.0,0.0
10.9,0.0,0.0,-0.07539822368615565,-1.4054537681652581,0.0,6.456772576891267e-06,0.0,0.0,0.0,0.0,0.0,0.0
10.92,0.0,0.0,-0.10210176124166892,-1.323296372205558,0.0,1.1840218809620444e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.94,0.0,0.0,-0.12644910430698988,-1.2150016128456738,0.0,1.8160373477169888e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.96,0.0,0.0,-0.14765485471872117,-1.0694096855264,0.0,2.4762171219362413e-05,0.0,0.0,0.0,0.0,0.0,0.0
10.98,0.0,0.0,-0.1665044106402601,-0.9353630913356732,0.0,3.148797598695747e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,-0.18142697574481173,-0.7525178924641489,0.0,3.7384965437879096e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.02,0.0,0.0,-0.1924225500323761,-0.5586801384728952,0.0,4.2053794914051337e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.04,0.0,0.0,-0.1994911335029532,-0.35944241928711346,0.0,4.5200210456891905e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.06,0.0,0.0,-0.20184732799314556,-0.14423895017617178,0.0,4.6274237405717234e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.08,0.0,0.0,-0.2010619298297481,0.03170136136598084,0.0,4.591482721344888e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.1,0.0,0.0,-0.19477874452256846,0.2668803802305282,0.0,4.3089989211058946e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.12,0.0,0.0,-0.18456856839840155,0.49221464292144645,0.0,3.869089253025381e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.14,0.0,0.0,-0.17121679962064482,0.6686924399397776,0.0,3.329553601824864e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.16,0.0,0.0,-0.1539380400259008,0.8529148606996433,0.0,2.6914428744992827e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.18,0.0,0.0,-0.13351768777756698,1.0054522483208193,0.0,2.0247474769114228e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.2,0.0,0.0,-0.10995574287564343,1.1618146392458755,0.0,1.3731851400506543e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.22,0.0,0.0,-0.08482300164692504,1.2569607440608839,0.0,8.171852792627996e-06,0.0,0.0,0.0,0.0,0.0,0.0
11.24,0.0,0.0,-0.05733406592801433,1.3577644894574719,0.0,3.733522250678573e-06,0.0,0.0,0.0,0.0,0.0,0.0
11.26,0.0,0.0,-0.0290597320457062,1.4153568285700655,0.0,9.591277840456134e-07,0.0,0.0,0.0,0.0,0.0,0.0
11.28,0.0,0.0,-0.0007853981633980689,1.4339741828594963,0.0,7.00604663292249e-10,0.0,0.0,0.0,0.0,0.0,0.0
11.3,0.0,0.0,0.02827433388230751,1.4268376824130142,0.0,9.079836436252793e-07,0.0,0.0,0.0,0.0,0.0,0.0
11.32,0.0,0.0,0.05654866776461564,1.406601838285563,0.0,3.6319345745011968e-06,0.0,0.0,0.0,0.0,0.0,0.0
11.34,0.0,0.0,0.0832522053201289,1.3357977394227571,0.0,7.871993996739152e-06,0.0,0.0,0.0,0.0,0.0,0.0
11.36,0.0,0.0,0.1083849465488473,1.2516382033179574,0.0,1.3342315207716364e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.38,0.0,0.0,0.1311614932873734,1.1433370841710082,0.0,1.953916345452651e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.4,0.0,0.0,0.15079644737230977,1.0034304671512826,0.0,2.5827090307564542e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.42,0.0,0.0,0.16728980880365632,0.8372298499205594,0.0,3.1785732968855744e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.44,0.0,0.0,0.1798561794180156,0.6502164417194825,0.0,3.6740409147650734e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.46,0.0,0.0,0.18928095737878506,0.46325307497531787,0.0,4.0691819448612814e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.48,0.0,0.0,0.1939933463591698,0.25768001620326414,0.0,4.2743189902729285e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.0,0.1955641426859647,0.08711609294308198,0.0,4.343818972871411e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.52,0.0,0.0,0.19242255003237488,-0.13492423052785182,0.0,4.205379491405081e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.54,0.0,0.0,0.18456856839840033,-0.3634498139466168,0.0,3.8690892530253295e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.56,0.0,0.0,0.17357299411083596,-0.5381253459289769,0.0,3.4218232359802606e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.58,0.0,0.0,0.15865042900628432,-0.7279265185254278,0.0,2.858747268093166e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.6,0.0,0.0,0.14058627124814285,-0.8897922887026594,0.0,2.2448074016511347e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.62,0.0,0.0,0.1193805208364116,-1.0417433265775649,0.0,1.618677014067839e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.64,0.0,0.0,0.09581857593448809,-1.1540270541298987,0.0,1.0427799808425222e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.66,0.0,0.0,0.06990043654237225,-1.2763548493937085,0.0,5.549489537929031e-06,0.0,0.0,0.0,0.0,0.0,0.0
11.68,0.0,0.0,0.04319689898685901,-1.3349823531499625,0.0,2.1193291064556403e-06,0.0,0.0,0.0,0.0,0.0,0.0
11.7,0.0,0.0,0.01492256510455088,-1.4003133563559906,0.0,2.5291828344808057e-07,0.0,0.0,0.0,0.0,0.0,0.0
11.72,0.0,0.0,-0.012566370614359808,-1.3972736466453366,0.0,1.7935479380255043e-07,0.0,0.0,0.0,0.0,0.0,0.0
11.74,0.0,0.0,-0.04084070449666794,-1.3871798273030136,0.0,1.8944350095393055e-06,0.0,0.0,0.0,0.0,0.0,0.0
11.76,0.0,0.0,-0.06754424205218118,-1.3329954145851248,0.0,5.18167208970138e-06,0.0,0.0,0.0,0.0,0.0,0.0
11.78,0.0,0.0,-0.09346238144429701,-1.2855684525758317,0.0,9.921262636866e-06,0.0,0.0,0.0,0.0,0.0,0.0
11.8,0.0,0.0,-0.11623892818282308,-1.1665880352399824,0.0,1.534604454472936e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.82,0.0,0.0,-0.1374446785945543,-1.0520882952516248,0.0,2.145601781329148e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.84,0.0,0.0,-0.15550883635269577,-0.907003956361483,0.0,2.7466505219666278e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.86,0.0,0.0,-0.17043140145724742,-0.7504633783738911,0.0,3.299077298971701e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.88,0.0,0.0,-0.18142697574481179,-0.5703234378570121,0.0,3.738496543787912e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.9,0.0,0.0,-0.18849555921538888,-0.3775641241701606,0.0,4.0354828605570314e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.92,0.0,0.0,-0.1916371518689787,-0.17797029041568754,0.0,4.1711199233701986e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.94,0.0,0.0,-0.19085175370558125,0.01902338737932996,0.0,4.137000476267919e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.96,0.0,0.0,-0.18613936472519652,0.23337977862075004,0.0,3.935226333240068e-05,0.0,0.0,0.0,0.0,0.0,0.0
11.98,0.0,0.0,-0.1774999849278245,0.4255038506029811,0.0,3.5784083782258835e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,-0.16493361431346523,0.5973777119463834,0.0,3.0896665651139756e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.02,0.0,0.0,-0.14922565104551613,0.7552408021005257,0.0,2.529182834481054e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.04,0.0,0.0,-0.12959069696057976,0.9439091468378056,0.0,1.9073961958101566e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.06,0.0,0.0,-0.10838494654884856,1.0669103041611865,0.0,1.3342315207716675e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.08,0.0,0.0,-0.08403760348352761,1.1910298769783698,0.0,8.021222790020404e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.1,0.0,0.0,-0.058904862254809225,1.2597004223844233,0.0,3.940901231012753e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.12,0.0,0.0,-0.03220132469929599,1.3183629649223088,0.0,1.177716438992454e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.14,0.0,0.0,-0.004712388980385311,1.3556144725229853,0.0,2.5221767878487748e-08,0.0,0.0,0.0,0.0,0.0,0.0
12.16,0.0,0.0,0.022776546738525374,1.367193728539544,0.0,5.892085218278178e-07,0.0,0.0,0.0,0.0,0.0,0.0
12.18,0.0,0.0,0.049480084294038607,1.3383149178174845,0.0,2.78069990860247e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.2,0.0,0.0,0.07539822368615441,1.289992619123272,0.0,6.456772576891055e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.22,0.0,0.0,0.09896016858807792,1.1963411470243528,0.0,1.1122799634410039e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.24,0.0,0.0,0.12095131716320655,1.0942300849946969,0.0,1.6615540194612582e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.26,0.0,0.0,0.1405862712481429,0.9695476253056625,0.0,2.2448074016511364e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.28,0.0,0.0,0.156294234516092,0.8160007215067856,0.0,2.774464527099243e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.3,0.0,0.0,0.16964600329384874,0.6677683617547017,0.0,3.268741117051147e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.32,0.0,0.0,0.17828538309122074,0.4637581010966084,0.0,3.610145769472923e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.34,0.0,0.0,0.18378317023500293,0.2837583469174031,0.0,3.836230894316976e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.36,0.0,0.0,0.18535396656179784,0.09064120985747756,0.0,3.902087732666345e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.38,0.0,0.0,0.18299777207160547,-0.1102571244451997,0.0,3.80351265654128e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.4,0.0,0.0,0.17671458676442584,-0.30512041161815523,0.0,3.546811107911404e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.42,0.0,0.0,0.16650441064025892,-0.4866978311218878,0.0,3.148797598695703e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.44,0.0,0.0,0.1531526418625022,-0.6427659454303416,0.0,2.664049232164558e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.46,0.0,0.0,0.13587388226775818,-0.8377264731645705,0.0,2.0968396967640464e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.48,0.0,0.0,0.11623892818282185,-0.9779538636595971,0.0,1.5346044544729035e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.09424777960769322,-1.0813638070685891,0.0,1.0088707151392318e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.52,0.0,0.0,0.06990043654237227,-1.203006033709984,0.0,5.549489537929033e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.54,0.0,0.0,0.04476769531365391,-1.2613808914934055,0.0,2.276264551032854e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.56,0.0,0.0,0.018849555921538128,-1.292831671825471,0.0,4.035482860556706e-07,0.0,0.0,0.0,0.0,0.0,0.0
12.58,0.0,0.0,-0.00863937979737256,-1.3445550911793824,0.0,8.477316425824048e-08,0.0,0.0,0.0,0.0,0.0,0.0
12.6,0.0,0.0,-0.034557519189488344,-1.3170884509100238,0.0,1.3563706281316988e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.62,0.0,0.0,-0.06047565858160413,-1.2778037551550063,0.0,4.153885048653263e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.64,0.0,0.0,-0.08482300164692508,-1.2254010212899915,0.0,8.171852792628003e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.66,0.0,0.0,-0.10759954838545115,-1.1304026380543515,0.0,1.3149648925311617e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.68,0.0,0.0,-0.1280199006337849,-1.0234097508612927,0.0,1.8614365298982586e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.7,0.0,0.0,-0.14529866022852891,-0.8882931811413537,0.0,2.397819460113965e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.72,0.0,0.0,-0.1594358271696831,-0.7170422453576485,0.0,2.8871217569565058e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.74,0.0,0.0,-0.17043140145724747,-0.5575785495712526,0.0,3.2990772989717036e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.76,0.0,0.0,-0.17828538309122202,-0.38844580181869937,0.0,3.610145769472975e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.78,0.0,0.0,-0.18142697574481184,-0.1906956665918974,0.0,3.738496543787914e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.8,0.0,0.0,-0.18142697574481184,0.001970606791940055,0.0,3.738496543787914e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.82,0.0,0.0,-0.17749998492782457,0.19040164168334858,0.0,3.578408378225886e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.84,0.0,0.0,-0.16964600329385002,0.3709491036018031,0.0,3.2687411170511966e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.86,0.0,0.0,-0.15865042900628565,0.5441015762162673,0.0,2.858747268093214e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.88,0.0,0.0,-0.143727863901734,0.7144864950687259,0.0,2.3462549568957362e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.9,0.0,0.0,-0.12566370614359254,0.8753637631574891,0.0,1.793547938025346e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.92,0.0,0.0,-0.10602875205865624,0.9912422855992281,0.0,1.276851998848123e-05,0.0,0.0,0.0,0.0,0.0,0.0
12.94,0.0,0.0,-0.08325220532013017,1.1094659985931912,0.0,7.871993996739391e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.96,0.0,0.0,-0.05969026041820667,1.1828020979821348,0.0,4.046692535169716e-06,0.0,0.0,0.0,0.0,0.0,0.0
12.98,0.0,0.0,-0.03455751918948834,1.239833496088893,0.0,1.3563706281316984e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,-0.008639379797372553,1.2714558220028302,0.0,8.477316425824033e-08,0.0,0.0,0.0,0.0,0.0,0.0
13.02,0.0,0.0,0.018064157758140686,1.3079164378856514,0.0,3.706198668809884e-07,0.0,0.0,0.0,0.0,0.0,0.0
13.04,0.0,0.0,0.04319689898685902,1.2637024945862394,0.0,2.1193291064556416e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.06,0.0,0.0,0.06754424205217993,1.217452702292115,0.0,5.181672089701189e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.08,0.0,0.0,0.09110618695410344,1.1609798023958333,0.0,9.427336349245486e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.1,0.0,0.0,0.11152653920243719,1.0422841798592726,0.0,1.4126992430602462e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.12,0.0,0.0,0.13037609512397605,0.9364994875924633,0.0,1.930586210165059e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.14,0.0,0.0,0.14608405839192515,0.7768148736354181,0.0,2.423811893122026e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.16,0.0,0.0,0.15865042900628443,0.6388941287812366,0.0,2.8587472680931698e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.18,0.0,0.0,0.1680752069670539,0.46523361242037375,0.0,3.2084891160081106e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.2,0.0,0.0,0.17357299411083607,0.2981386081521639,0.0,3.4218232359802647e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.22,0.0,0.0,0.17514379043763098,0.08545033243192307,0.0,3.484036930080519e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.24,0.0,0.0,0.17357299411083607,-0.0691879487130162,0.0,3.4218232359802647e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.26,0.0,0.0,0.1680752069670539,-0.2692232785150919,0.0,3.2084891160081106e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.28,0.0,0.0,0.15943582716968188,-0.43552998242946117,0.0,2.8871217569564614e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.3,0.0,0.0,0.1468694565553226,-0.5947950363224125,0.0,2.4499444470627858e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.32,0.0,0.0,0.1311614932873735,-0.7536623566638361,0.0,1.9539163454526543e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.34,0.0,0.0,0.11309733552923207,-0.8914856903435298,0.0,1.4527738298004989e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.36,0.0,0.0,0.09267698328089832,-1.0013237365413332,0.0,9.755219331665737e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.38,0.0,0.0,0.06990043654237225,-1.1139428775944777,0.0,5.549489537929031e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.4,0.0,0.0,0.045553093477051346,-1.196845135074464,0.0,2.356834087311333e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.42,0.0,0.0,0.021205750411730458,-1.2283572657022361,0.0,5.107407995392111e-07,0.0,0.0,0.0,0.0,0.0,0.0
13.44,0.0,0.0,-0.0047123889803853325,-1.2697957878534334,0.0,2.5221767878487983e-08,0.0,0.0,0.0,0.0,0.0,0.0
13.46,0.0,0.0,-0.02984513020910367,-1.2624425474694907,0.0,1.0116731337924517e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.48,0.0,0.0,-0.05419247327442456,-1.226245733510563,0.0,3.3355788019292027e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.5,0.0,0.0,-0.0769690200129506,-1.155398230849449,0.0,6.7286071862482415e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.52,0.0,0.0,-0.09896016858807923,-1.0835825363018428,0.0,1.1122799634410332e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.54,0.0,0.0,-0.11859512267301553,-0.9851428771657736,0.0,1.597448692770155e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.56,0.0,0.0,-0.13508848410436206,-0.8347326318085477,0.0,2.072668835880543e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.58,0.0,0.0,-0.14922565104551624,-0.7141907545138924,0.0,2.529182834481058e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.6,0.0,0.0,-0.1602212253330806,-0.5569153587555442,0.0,2.9156363667524575e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.62,0.0,0.0,-0.16807520696705516,-0.39406136399506086,0.0,3.2084891160081594e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.64,0.0,0.0,-0.17200219778404244,-0.20963675075743454,0.0,3.360170025610694e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.66,0.0,0.0,-0.17200219778404244,-0.036892065011714936,0.0,3.360170025610694e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.68,0.0,0.0,-0.16886060513045262,0.1455670981004159,0.0,3.23854505606335e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.7,0.0,0.0,-0.16179202165987552,0.332417023860037,0.0,2.973085949142332e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.72,0.0,0.0,-0.1515818455357086,0.49908226637999586,0.0,2.609682310293211e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.74,0.0,0.0,-0.13823007675795188,0.6437839555834928,0.0,2.1701930050106714e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.76,0.0,0.0,-0.12173671532660534,0.8137928949115154,0.0,1.6832027035569917e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.78,0.0,0.0,-0.10288715940506647,0.9309632114498645,0.0,1.2023076626739457e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.8,0.0,0.0,-0.08168140899333529,1.0449056013824825,0.0,7.577740038157112e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.82,0.0,0.0,-0.05969026041820667,1.1046948531079115,0.0,4.046692535169716e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.84,0.0,0.0,-0.035342917352885785,1.1952344603156475,0.0,1.4187244431646112e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.86,0.0,0.0,-0.010995574287564897,1.2216823555554024,0.0,1.3731851400507926e-07,0.0,0.0,0.0,0.0,0.0,0.0
13.88,0.0,0.0,0.013351768777755998,1.2279697583684248,0.0,2.0247474769112108e-07,0.0,0.0,0.0,0.0,0.0,0.0
13.9,0.0,0.0,0.037699111843076887,1.2006127606105002,0.0,1.6141931442227365e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.92,0.0,0.0,0.06126105674500033,1.1684953947659364,0.0,4.262478771463217e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.94,0.0,0.0,0.08325220532012895,1.101413910984587,0.0,7.87199399673916e-06,0.0,0.0,0.0,0.0,0.0,0.0
13.96,0.0,0.0,0.10288715940506525,0.9935097951386789,0.0,1.202307662673917e-05,0.0,0.0,0.0,0.0,0.0,0.0
13.98,0.0,0.0,0.12095131716320667,0.8859858905512878,0.0,1.6615540194612616e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.13665928043115574,0.7788116675643136,0.0,2.1211506785802526e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.02,0.0,0.0,0.14922565104551502,0.637752998078226,0.0,2.5291828344810166e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.04,0.0,0.0,0.15786503084288703,0.4651535947860705,0.0,2.830512900162539e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.06,0.0,0.0,0.1633628179866692,0.2825040247607207,0.0,3.0310960152627943e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.08,0.0,0.0,0.16571901247686158,0.10907602900180752,0.0,3.1191620214384916e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.1,0.0,0.0,0.16493361431346412,-0.035967413569718,0.0,3.089666565113934e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.12,0.0,0.0,0.1602212253330794,-0.22515949037576338,0.0,2.915636366752413e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.14,0.0,0.0,0.1515818455357074,-0.4085616893676203,0.0,2.609682310293169e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.16,0.0,0.0,0.14058627124814302,-0.544636458087739,0.0,2.2448074016511398e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.18,0.0,0.0,0.12644910430698883,-0.6796594277070044,0.0,1.8160373477169583e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.2,0.0,0.0,0.10917034471224485,-0.84198223221108,0.0,1.3536382699448034e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.22,0.0,0.0,0.09032078879070599,-0.9341236543618393,0.0,9.265496672025233e-06,0.0,0.0,0.0,0.0,0.0,0.0
14.24,0.0,0.0,0.0691150383789748,-1.0370086655599342,0.0,5.425482512526499e-06,0.0,0.0,0.0,0.0,0.0,0.0
14.26,0.0,0.0,0.04633849164044879,-1.1225049990717288,0.0,2.4388048329163948e-06,0.0,0.0,0.0,0.0,0.0,0.0
14.28,0.0,0.0,0.022776546738525347,-1.164057192012452,0.0,5.892085218278163e-07,0.0,0.0,0.0,0.0,0.0,0.0
14.3,0.0,0.0,-0.0007853981633980973,-1.1780075307238844,0.0,7.006046632922996e-10,0.0,0.0,0.0,0.0,0.0,0.0
14.32,0.0,0.0,-0.02513274122871899,-1.1919535041477036,0.0,7.174191752101659e-07,0.0,0.0,0.0,0.0,0.0,0.0
14.34,0.0,0.0,-0.04790928796724498,-1.1450816646237076,0.0,2.6069499521064076e-06,0.0,0.0,0.0,0.0,0.0,0.0
14.36,0.0,0.0,-0.070685834705771,-1.1146779704436436,0.0,5.6748977726583534e-06,0.0,0.0,0.0,0.0,0.0,0.0
14.38,0.0,0.0,-0.09110618695410475,-1.0385279125283784,0.0,9.427336349245757e-06,0.0,0.0,0.0,0.0,0.0,0.0
14.4,0.0,0.0,-0.10995574287564361,-0.9525622489737224,0.0,1.3731851400506589e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.42,0.0,0.0,-0.12644910430699013,-0.8349396207380199,0.0,1.816037347716996e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.44,0.0,0.0,-0.13980087308474687,-0.678254426704189,0.0,2.2197958151716874e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.46,0.0,0.0,-0.15079644737231124,-0.5476328230549012,0.0,2.5827090307565047e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.48,0.0,0.0,-0.15786503084288833,-0.38391364040217535,0.0,2.8305129001625856e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,-0.1617920216598756,-0.20331562290353336,0.0,2.973085949142335e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.52,0.0,0.0,-0.16257741982327306,-0.04339561918324797,0.0,3.00202092173626e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.54,0.0,0.0,-0.1602212253330807,0.11965816355992767,0.0,2.915636366752461e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.56,0.0,0.0,-0.15393804002590106,0.29223564790896783,0.0,2.6914428744992915e-05,0.0,0.0,0.0,0.0,0.0,0.0
14.58,0.0,0.0,-0.1445132620651316,0.4575319223397156,0.0,2.371967148038526e-05,0.0,0.0,0.0,0.0,0.0,0.0
